series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1995	2000	2005	2007	2009	2014	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	4	66.02688198	33.83160199	AFG	Afghanistan	1	ANNUAL	PERCENT							62.7	2014	62.7	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	8	20.06660928	41.13897007	ALB	Albania	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	10	21.47585697	-80.40897662	ATA	Antarctica	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	12	2.678164227	28.15940032	DZA	Algeria	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	PERCENT			86.5	86.5	76.1666666667	65.8333333333	55.5	2014	55.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	PERCENT	30.5	31.7	32.9	26.2	23.5	20.8333333333	16.7	2014	16.7	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	PERCENT	87.3	84.7	77.75	70.8	66.2	61.6	55.1	2014	55.1	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	PERCENT							14.4	2014	14.4	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	PERCENT	62.174905875	58.2499404	54.324974925	50.4	48.83002326	47.26003707	43.5	2014	43.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	PERCENT	36.6543	34.0978	31.5413	28.9848	27.9622	26.9396	22.3	2014	22.3	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	PERCENT					18.7		10.8	2014	10.8	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	PERCENT				45.6			41	2014	41	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	PERCENT				64.3	64.3		57.9	2014	57.9	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	PERCENT				78.9			55.05	2014	55.05	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	PERCENT	50.841	49.6035	48.366	47.4	46.6335	46.1385	37.76	2014	37.76	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	PERCENT	87.4575	89.681	91.9045	94.128	95.0174	95.9068	93.3	2014	93.3	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	PERCENT	98.9486	96.4146	93.8806	91.3466	90.333	89.3194	88.2	2014	88.2	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	PERCENT				9				2005	9	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	PERCENT	43.6	40.4635	37.327	32.9	31	29.1	25.2	2014	25.2	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	PERCENT	31.216829644	26.7778873525	22.338945061	17.9	16.1244258529	14.3488489363	13.1	2014	13.1	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	PERCENT	65.4186	65.4186	65.4186	68.9456	68.9456		69.6	2014	69.6	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	PERCENT				53.4	51.7	49.9	46.9	2014	46.9	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	PERCENT				76.4	69.1	61.7	74.8	2014	74.8	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	PERCENT				10.9			5.5	2014	5.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	PERCENT	79.3004444286	76.8002901531	74.3001358776	71.8	70.7999198919	69.7998581817	61.5	2014	61.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	PERCENT	27.8696	24.4341	20.9986	17.5631	16.1889	14.8147	12.1	2014	12.1	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	PERCENT				21.5			36	2014	36	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	PERCENT				28.9				2005	28.9	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	PERCENT				66.3			66.2	2014	66.2	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	PERCENT	95.467	95.467	88.64	81.813	79.0822	76.3514	73.9	2014	73.9	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PERCENT				10.5				2005	10.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PERCENT							65.6	2014	65.6	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PERCENT				38.7			37	2014	37	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PERCENT				45.4	34.8		34.8	2014	34.8	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PERCENT	65.4736	58.7926	52.1116	45.4306	42.7582	40.0858	37.89	2014	37.89	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PERCENT				6				2005	6	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PERCENT				5.4				2005	5.4	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PERCENT	58.565	53.34	48.115	42.89	40.8	38.71	34.5	2014	34.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PERCENT	80.37817497	68.81878332	57.25939167	45.7	45.7		43.3	2014	43.3	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PERCENT				33.7	33.5	33.2	33.1	2014	33.1	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PERCENT	93.4	93.4	93.41933829	70.100002608	70.1	70.1	74.4	2014	74.4	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PERCENT				34.9			27.5	2014	27.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PERCENT	54.945	48.2225	41.5	34.7775	32.0885	29.3995	24	2014	24	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PERCENT	50.7974	42.6169	34.4364	26.2559	22.9837	22.9837	21.8	2014	21.8	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PERCENT	16.909933321	16.909933321	16.909933321	52.7999809855	52.7999809855	52.7999809855	47.2	2014	47.2	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT	53.3522	54.3032	55.2542	56.2052	56.5856	56.966	56.03	2014	56.03	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT				60.5				2005	60.5	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT				15.8	17.7	19.6	12.9	2014	12.9	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT	54.873	54.838	54.803	54.768	54.754	54.74	56	2014	56	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT											
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT				79.3			31.4	2014	31.4	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT				53.1				2005	53.1	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT				35.1	44.41824	53.7	50.8	2014	50.8	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUM	Proportion of urban population living in slums	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT											
