series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	PERCENT	1.4621885355646	2.6704436737671	4.2607969151976	4.460228344727	4.8344426375953	5.9942551609733	7.2	10.8	18.8	24.6	29.03	31.3668083587433	35.1351464545516	40.279121941	45.5903906666095	48.9404337892669	40.2623802420343	2015	48.9404337892669	Instituto Nacional de Estadistica y Censos
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	PERCENT	1.1773972691448	1.5	1.9	2.5	3.2	4.2	5.5	6.11	10.08	12.11	15.9	18.9	20.3213877242007	23.1093	24.7617121459061	26.915075328277	22.8014950396768	2015	26.915075328277	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	PERCENT	0.1323546651238	0.1652604228831	0.321197997152	0.5205242720468	0.843930284607	1.1497896706181	1.2791935963569	1.5571230594354	1.82	2.13	6	11.5	13.9431821913076	16.4	18.86	21.319999985207	16.4046364353029	2015	21.319999985207	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	PERCENT	0.0152637672083	0.0371623810687	0.0724022618698	0.1058116588026	0.1553345207947	0.2196598189995	0.3105926568562	0.37	0.45	0.54	0.75	1.1	2.9	4.6	7.7	11.6	5.58	2015	11.6	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	PERCENT	0.1367119411045	0.157815289303	0.2270901376267					0.41	0.47	0.54	0.61	0.7	0.8	0.9	0.99	1.083733115675	0.894746623135	2015	1.083733115675	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	PERCENT	28.5769538105646	31.5274897673756	41.52	45.32	53.2	61.45	63.51	66.19	70.58	72.5	74.1	76.5	78.3899259259259	80.0043	84.24	88.4066	81.5081651851852	2015	88.4066	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	PERCENT	32.916392363397	43.2469835228993	53.2992218313613	58.9126409695337	66.5335994677312	67.9026317413939	69.359445124439	75.98	75.57	75.18	75.2	80.7321728	85.3351892392109	90	93.3	94.2	88.7134724078422	2015	94.2	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	PERCENT	58.6206896551724	64.603876232574	64.1458474004051	64.0161725067385	67.3174015483002	84.005376344086	87.1021775544389	90.06	92.96	95.84	95.84	96.38	96.9230425709516	96.9	97.6	98.3050567595459	97.2216198660995	2015	98.3050567595459	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PERCENT	1.4968547339902	1.8579785936093	6.1526497001199	6.7254347382155	7.4129434854202	8.4536366337136	9.6000384001536	10.8978310454645	13	17	20	28	33.7423567521104	37.1	41.8	46.32872894627	37.3942171396761	2015	46.32872894627	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PERCENT	37.2484617371121	43.1053633522263	62.43	69.22	72.39	74.48	79.66	80.78	83.67	82.49	86.89	88.70999491353	89.879997974222	91.5144	92.38	92.6513	91.0271385775504	2015	92.6513	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PERCENT	14.3079239430677	26.3259035521688	30.18	36.14	39.15	42.87	46.87	66.09	70.68	71.58	77.28	77.8199989926706	81.44	81.9198	83.75	84.6945	81.9248597985341	2015	84.6945	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PERCENT	9.6873410670606	11.62398726011	13.9242409896237	16.5509877202349	19.4983785558885	20.793314454324	22.0642549476693	23.3139361384661	24.5344140591279	25.7034092470231								2009	25.7034092470231	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PERCENT	6.3570635452072	6.2515889455237	8.2002164857152	14.1242937853107	17.8845374263753	21.5421854743002	25.1079642462589	28.59	33.87	44.6	49	49	52.8766305867993	56.8	60.68	64.560209747212	56.7833680668023	2015	64.560209747212	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PERCENT	0.1945005284	0.3435262629642	0.4869717045189	0.6259402293999	0.7813171750687	0.9536114493006	1.2700411591932	1.62	2.26	4	6.5	7	8.2672328920452	9.5	10.71	11.9224314345	9.47993286530904	2015	11.9224314345	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PERCENT	1.2161406182859	1.3476202215963	1.9395301061621	2.6595865938599	2.9790698003502	4.8932647497241	5.4892008028014	5.7670045756258	6.21	6.7	7.23	8	8.6167144892467	9.2	20	23.5	13.8633428978493	2015	23.5	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PERCENT	0.4847462985405	0.9923444361382	1.5878756298033	2.5588164806849	3.8862213535027	6.0794576286979	7.5268768448783	8.26	10.01	20.07	26.9	31.52	36.94	43.3	44	47.5697596438736	40.6659519287747	2015	47.5697596438736	National Statistics Office of Georgia (Geostat)
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PERCENT	0.9217949190664	1.336791166484	1.796779882965	2.436781193062	3.3080034781294	3.7990011388223	5.2376911584122	6.2050374185242	6.88	7.63	9.2	10.8703	12.4492287209242	14	16.5	17.119820502123	14.1878698446094	2015	17.119820502123	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PERCENT	1.1113062070897	1.8368548391788	3.1000922351252	4.1306163563292	4.4009048260322	16.005	18.41	21.176	24.358	32.23	37.4	41.08	43.4	46.6	53.67	57.42419241388	48.434838482776	2015	57.42419241388	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PERCENT	30.2163466048889	31.650939416316	48.82	55.9	64.73	68.71	72.16	75.16	78	79	82	81.26999953602	82.3499984738392	84.17	86.19	87.5898	84.3139596019718	2015	87.5898	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PERCENT	0.1536152976258	0.2000080603248	0.8302840338187	1.1930579109833	1.716797703895	1.8311974610462	2.7231759731399	3.85	4.27	5.44	7.8	9	10.6	12.3	18.9	23.478128435343	14.8556256870686	2015	23.478128435343	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PERCENT	19.1316381248919	21.171109436031	23.670239745714	28.3257797920554	32.8860826098395	39.0701308849385	45.29864751181	51.61	58	65.07	65	65	65.017				65.0085	2012	65.017	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PERCENT	1.7852254739774	2.3374589483772	2.5	3	3.5	4	4.5	6	7	8.97	9.07	10	10.7467976841839	11.5	12.25	12.99748389414	11.4988563156648	2015	12.99748389414	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PERCENT	9.138837307768	10.9350258080278	14.67	17.8	21.42	24	32.25	35.88	38.2	42.4	44.4	51.6499951676815	55.0699934418411	59.8663	63.21	66.835	59.3262577219045	2015	66.835	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PERCENT	31.7478112321162	35.4641368915684	44.154789028418	54.5342598293605	56.0990147610533	57.7034045008656	59.361687268664	61.07	62.82	62.83	63	64	64.8960100995989	65.8	66.7	67.600443481006	65.799290716121	2015	67.600443481006	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PERCENT	4.0639079914631	5.12810398217	14.7588405454867	18.6451821830564	19.5706205843787	20.4878048780488	21.3959911692909	22.29	23.18	24.05	27	30	32	35	51.6	53.81	40.482	2015	53.81	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PERCENT	5.8252517673814	9.2004149387137	11.3506089601707	14.1221724832832	17.5089816643284	18.6602387632433	19.8284296101644	21.0158225311283	22.217668439047	23.4214179197483								2009	23.4214179197483	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PERCENT	16.1131270423389	25.3802275337398	31.1922942556271	33.7166817880876	36.1617878387908	38.559877557558	43.8514430048178	46.1504736192355	48.4187021509296	50.6420283820435	54.04	57.7	61.5341593079002	65.4	69.27	73.139999947043	65.4088318509886	2015	73.139999947043	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PERCENT	0.7123329045089	1.7382017815873	3.391746270245	4.5488549084832	5.1	5.7	6.5	7.3	8.3	9.3	10.5	12.3	16	19.7	23.4	27.100000000275	19.700000000055	2015	27.100000000275	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PERCENT	0.0954249236064	0.1755418684911	0.4020227487444	0.4509603708428	0.5088193323029	0.5422541809966	0.637492122988	0.7800252790592	0.92	0.94	1	1.3	1.4901443657189	1.6	1.72	4.7	2.16202887314378	2015	4.7	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PERCENT	6.6114915657202	13.2069864958563						13.8	18.2	23.9	29.9	31	33	35	37.35	38.2	34.91	2015	38.2	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PERCENT	0.2312707146288	0.3408323261738	0.8934329883379	1.6473583455778	5.401261907622	6.3762016350494	6.7960004805295	7.2	7.6	8.1	8.37	9	9.8	10.6	11.4	12.197766377036	10.5995532754072	2015	12.197766377036	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PERCENT																				
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PERCENT	1.2038559989188	1.4152819312371	2.5974025974026	4.8	5.6	6.5	7.8	9.4	9.6	9.8	11.09	15.9	18.12	17.8	19.08	20.356867428881	18.2513734857762	2015	20.356867428881	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PERCENT	27.8277606812581	38.6714032309569	43.0823830278909	52.2000433497404	56.3998803935333	56.9	60.8	64.8	66.7	69.4	72	72.2	72.9	74.2	79.8662704309064	84.9483529634062	76.8229246788625	2015	84.9483529634062	Census and Statistics Department
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PERCENT	6.9996763506292	14.5285543028277	16.67	21.63	27.74	38.97	47.06	53.3	61	62	65	68.0199878861296	70.579998153838	72.6439	75.6531974544103	72.8347	71.9463566988756	2015	72.8347	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PERCENT	44.470533824288	49.3929953676426	79.12	83.14	83.88	87	89.51	90.6	91	93	93.39	94.8196868008949	96.2097995545657	96.5468	98.16	98.2	96.7872572710921	2015	98.2	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PERCENT	0.5275324499309	0.6601463770099	1.5378755817508	1.6864899706363	1.9761364919056	2.3880749999577	2.8054998653425	3.95	4.38	5.12	7.5	10.07	12.5800609138955	15.1	21	26	16.9500121827791	2015	26	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PERCENT	0.9255638644669	2.0186138594846	2.1341357329581	2.3870197795948	2.6002858763341	3.6020247625965	4.7648131336666	5.786274729342	7.917479384929	6.92	10.92	12.28	14.52	14.94	17.14	21.9760677113476	16.1712135422695	2015	21.9760677113476	BPS-Statistics Indonesia
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PERCENT	0.9341900199598	1.4842213316336	4.6261751149221	6.9337219530405	7.49	8.1	8.76	9.47	12.02	13.8	15.9	19	22.73	29.95	39.35	45.3349758846986	31.2729951769397	2015	45.3349758846986	Statistical Centre of Iran (SCI)
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PERCENT		0.1	0.5	0.6	0.9	0.9	0.9523442438392	0.93	1	1.06	2.5	5	7.1	9.2	13.21	17.22	10.346	2015	17.22	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PERCENT	17.8504672405807	23.1388121904053	25.85	34.31	36.99	41.61	54.82	61.158324551	65.34	67.38	69.85	74.8899729670944	76.919992540097	78.2477	79.69	80.1224	77.9740131014383	2015	80.1224	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PERCENT	20.8737899981674	17.3786238639049	17.7645990630493	19.5933936579649	22.7704855254035	25.1940424216829	27.8810744577346	48.1280621948445	59.39	63.12	67.5	68.8738779907441	70.8	70.250311945	75.0177531628076	77.3520896572253	72.4588065511554	2015	77.3520896572253	Israel Central Bureau of Statistics
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PERCENT	23.1108742441037	27.2221169788811	28.04	29.04	33.24	35	37.99	40.79	44.53	48.83	53.68	54.3899983018814	55.829997993283	58.4593	61.96	65.5716	59.2421792590329	2015	65.5716	Eurostat.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT	0.2314616706128	0.3957477022464	0.4979293607533	0.7586696294522	0.8492824147477	1.03923820514	1.5249007912253	1.8	1.9	2	2.7	2.9	5	8.4	14.6	21	10.38	2015	21	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT	3.1157780272997	3.8630203874764	6.1	7.8	10	12.8	16.4	21.1	23.6	24.3	27.67	37.438613414848	33.79	37.1	40.4027351046672	42.2212211907441	38.1905139420519	2015	42.2212211907441	Statistical Institute of Jamaica (STATIN)
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT	29.9907403589142	38.5320608612719	46.5942011179917	48.4352658899653	62.3939296327259	66.9210661042901	68.6852703213795	74.3	75.4	78	78.21	79.0541135244739	79.4964	88.219428911	89.1068330166075	91.0580283929962	85.3869607690155	2015	91.0580283929962	Ministry of Internal Affairs and Communications
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT	0.6685944026213	1.0061242109974	1.6747709951637	2.0004147526587	2.6503946570164	2.9617074915009	3.2683690511598	4.02	11	18.2	31.6	50.6	53.3156691222464	63	66	70.82993359566	60.7491205435813	2015	70.82993359566	Ministry of National Economy of the Republic of Kazakhstan
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT	2.6232754215636	4.7057195809416	6.025532411912	8.4660050162394	11.6587413706379	12.9328520457507	13.8671087882097	20	23	26	27.2	34.9	37	41.4	46.2	53.4	42.58	2015	53.4	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT	0.318059713612	0.6197822661514	1.2077738849213	2.9419028610152	3.0235280420962	3.101897702485	7.5337897198037	7.95	8.67	10.04	14	28	32.1	39	43.4	45.6228006060586	37.6245601212117	2015	45.6228006060586	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2012	0	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT	44.7	56.6	59.4	65.5	72.7	73.5	78.1	78.8	81	81.6	83.7	83.7591201534472	84.07	84.77	87.5568264944747	89.6486308572401	85.9609155010324	2015	89.6486308572401	Ministry of Science, ICT and Future Planning
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT	6.7313957683754	8.5517924343148	10.2489679289296	22.4029383804612	22.9271120360078	25.9261083689107	28.7911979549612	34.8	42	50.8	61.4	65.7690706867398	70.45	75.46	78.7	82.0791147627883	74.4916370899056	2015	82.0791147627883	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT	1.0414011446936	3.0029413271924	2.9992651800309	3.9087662682852	5.0903853073286	10.5338013405507	12.3069069959465	14.03	15.7	16	16.3	17.5	19.8	23	28.3	30.247042775311	23.7694085550622	2015	30.247042775311	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT	0.1110440322901	0.1816644606546	0.2678992413093	0.3339124664286	0.361434490258	0.8503574902889	1.1698934277226	1.64	3.55	6	7	9	10.747676189122	12.5	14.26	18.2	12.9415352378244	2015	18.2	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT	7.9527437363528	6.7832197752772	7	8	9	10.14	15	18.74	22.53	30.14	43.68	52	61.249785718304	70.5	73	74	66.1499571436608	2015	74	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT	0.211806070362	0.2611500630939	1.0839431373753	1.5324965901951	2.175524339311	2.5802454841945	2.9797081872449	3.4454312597087	3.58	3.72	3.86	4.2248	4.5896176299671	5	11	16.071707703394	8.17722506667222	2015	16.071707703394	ITU estimate.
2017.Q2.G.01	IT_USE_ii99	Proportion of individuals using the Internet	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT	6.3190620826786	7.2193458083629	21.94	26.98	38.58	46	53.63	59.17	63.41	66.84	68.42	69.7499545592245	73.1199437663748	75.2344	75.83	79.2006	74.6269796651199	2015	79.2006	Eurostat.
